,Title,Review Text,aspect-opinion
7264,Feminine,"This dress is really sweet and flows well. i love the fabric, and the colors are soft. this dress is perfect for hot summ days and is so comfortable. you could dress it up with fun sandals or simple wear flip flops. i love how the seam around the bodice drops lower in the back, it's very flattering. i bought a small.","['dress-really sweet', 'colors- soft', 'dress- perfect', 'seam- lower']"
7268,Highlights  good,"This cute dress highlights some trouble spots and emphasizes good parts too, so i'm happy but not ecstatic.  for myself, the sleeves are tight and  so is the fit across the back and shoulders.  sizing up makes the voluminous skirt overwhelming.  the skirt is already a lot to handle in my regular size.  the good part is the pattern, swingy silhouette and it covers my tummy.  i have thick arms, wide bust, round back and meaty shoulders.  140# 5'3"" 36d and purchased size 10.","['dress- cute', 'sleeves- tight', 'skirt-already lot', 'part- good']"
7269,Really great fit,"I fell in love with the dress when i saw it but i was worried about a few things before ordering it. one comment mentioned that the slip underneath was tight in the hips, yet as a size 30 in pants the slip was still fine. the other concern was the length. i was worried that the dress would be very short compared to my height, however, it was a good length in the front and the back was came down longer than the front which helped the overall length. overall, i ordered a size 6 and it fit well in","['slip-underneath tight', 'slip-still fine', 'concern- other', 'dress- worried']"
7274,Lovely spring dress,Comfortable and true to size. it fits more fitted on the top and very swingy/flowy on the bottom. i got a petite and the length was perfect. if you like to wear very high heels you may want to go with a regular as its a tad short.,['length- perfect']
7275,Fun spring colors but tricky on certain body types,"In the store i was immediately drawn to the blue/white combination, but on the opposite side of the rack hung the spring colored one, which i ultimately tried on. it was obvious that the dress was a bit oversized, so i chose the smaller of my two dress sizes (10) to try on. this was the right choice, but it was still really big. i am not sure that i could have gone down another size (mostly i wear a 12 in dresses that are fitted), due to my bust (36c) and broad back/shoulders. from the front, th","['spring-immediately opposite', 'dress- obvious']"
7277,Forget-me-not!,"This dress is extremely feminine. the liner is the unsung hero here: it's cleverly designed to be fitted because on a windy day and the dress flies up, it's a saving grace; it has snap buttons and can be detached, the fabric is opaque so the dress is not see-through. the fabric of the dress is sheer, soft and smooth, and i thought it was silk until i read the tag which listed as viscose. the details of this dress is breathtaking, from the flower design (check out the bottom horizontal lines of t","['dress-extremely feminine', 'liner- unsung', 'dress-cleverly windy', 'fabric- opaque', 'fabric- sheer', 'details- breathtaking']"
7279,"Beautiful, but does not fit as pictured","Saw this dress in the blue motif and thought it would be perfect for a summer outdoor wedding. i'm 5'4"" 125 lbs and ordered a size 2. it fit true to size in the shoulders, bust and length, but did not fit as pictured on the site; it looks in the pictures like there is some shape to the waistline without being too fitted, which i like. on me there was absolutely no shape. it just billowed and looked really maternity. 15 bucks for alterations to take in the sides and now it's my favorite darn thin",['shape- true']
7280,I wanted to love this dress too!,"Such a cute dress it was just way too big in the back of the dress, too much fabric, it just hung with
no form around waist. it appeared more fitted on the model than the one i received. dress was quite
a bit longer in the back so i felt like the front was riding up just in the minutes of trying it on. 
sadly i have to return it. it did come with an underneath slip which was necessary as the fabric was very
thin.
recommend with caution to sizing.","['dress- cute', 'dress-longer back', 'fabric- necessary']"
7470,Pretty dress but not for pear shapes,This dress is beautiful but the bottom half was too tight for my shape.,"['dress- beautiful', 'half- bottom']"
8212,Dark pink and short length,I wanted to wear this for my journey to cuncun and i wanted the blight pink as photo however it was a dark pink which didn't fit to me unfortunately... but the design was pretty!,[]
8216,Retro diner girl chic,"When i first tried on this romper, i grabbed a 6 (my normal size) but because of my bust size, i could not even get the top half to cover me at all. i decided to give this romper another go a month later, and tried on the 8...it made all the difference! i love it, it fits amazing, and it is just too cool.",[]
8218,Cute and flattering,"Just not the right color for my skin tone (though lovely pink). i didn't see the green in person, but probably nice too.

the cut is well fitted at the waist, elastic band. i will say, however, that it was almost hard to pull the shoulders over (doesn't unbutton past waist). fabric is soft and flowey, length on the regular was mid-though for me, i am a tad oder, so it was nice... if i were younger, i would get petite.

for reference: 115 lbs, 30 dd, 26.5 inch waist","['fabric- soft', 'length- flowey']"
8219,Cute but difficult,I thought the design was adorable. i ordered up bc of reviews and i am glad i did. i am a size 6 so i ordered a size 8. the upsize is needed so u can get into the top part of the romper. otherwise it would be mission impossible. it's a pain to get on and off as all rompers are but it's soo cute it's worth it. had compliments on it the first day i wore it.,"['design- adorable', 'rompers-soo cute']"
